Tue Jun  1 12:16:27 2021
First batch shape: (The shape of batches are not same)
torch.Size([13, 8, 512]) 12
epo0 <tr>-<gen>: l_dis=1.47-1.47, l_cla=6.22-6.22, l_rec=66.57-90.42, l1=0.00, cer=146.42-122.24-121.92, time=56.7
epo1556 <tr>-<gen>: l_dis=0.07-8.70, l_cla=1.42-2.00, l_rec=3.22-7.25, l1=0.00, cer=3.29-7.02-5.92, time=34.6
epo1557 <tr>-<gen>: l_dis=0.11-8.10, l_cla=1.19-2.70, l_rec=3.34-6.82, l1=0.00, cer=4.44-5.51-6.14, time=34.9
epo1558 <tr>-<gen>: l_dis=0.07-7.96, l_cla=1.22-2.40, l_rec=2.99-6.87, l1=0.00, cer=3.11-5.25-5.91, time=34.6
epo1559 <tr>-<gen>: l_dis=0.07-8.38, l_cla=1.36-2.48, l_rec=3.07-7.72, l1=0.00, cer=3.33-6.14-6.19, time=34.6
epo1560 <tr>-<gen>: l_dis=0.05-8.65, l_cla=1.31-2.42, l_rec=3.05-8.68, l1=0.00, cer=4.03-7.42-8.06, time=34.5
EVAL: l_dis=9.860, l_cla=17.670, l_rec=6.789, cer=5.52-5.95, time=11.5
epo1561 <tr>-<gen>: l_dis=0.09-9.39, l_cla=1.34-2.37, l_rec=3.54-8.05, l1=0.00, cer=4.48-6.86-7.00, time=34.0
epo1562 <tr>-<gen>: l_dis=0.07-6.64, l_cla=1.43-2.46, l_rec=2.96-7.52, l1=0.00, cer=3.05-6.62-6.58, time=34.6
epo1563 <tr>-<gen>: l_dis=0.07-7.57, l_cla=1.42-2.49, l_rec=2.74-6.90, l1=0.00, cer=3.05-6.67-5.48, time=34.8
epo1564 <tr>-<gen>: l_dis=0.04-8.88, l_cla=1.38-2.35, l_rec=3.16-9.58, l1=0.00, cer=3.52-9.12-8.51, time=34.2
epo1565 <tr>-<gen>: l_dis=0.07-8.96, l_cla=1.23-2.54, l_rec=4.58-8.42, l1=0.00, cer=4.53-8.27-7.40, time=34.7
epo1566 <tr>-<gen>: l_dis=0.08-7.63, l_cla=1.29-2.51, l_rec=3.27-7.68, l1=0.00, cer=3.78-7.20-6.40, time=34.7
epo1567 <tr>-<gen>: l_dis=0.07-8.20, l_cla=1.38-2.38, l_rec=4.15-7.16, l1=0.00, cer=4.77-6.59-5.95, time=34.6
epo1568 <tr>-<gen>: l_dis=0.08-9.33, l_cla=1.37-2.15, l_rec=2.61-6.81, l1=0.00, cer=2.81-5.55-5.78, time=34.6
epo1569 <tr>-<gen>: l_dis=0.06-8.77, l_cla=1.33-1.93, l_rec=3.87-8.03, l1=0.00, cer=4.24-7.18-7.64, time=34.7
epo1570 <tr>-<gen>: l_dis=0.11-9.11, l_cla=1.53-2.45, l_rec=3.01-7.35, l1=0.00, cer=3.90-6.41-6.29, time=34.5
epo1571 <tr>-<gen>: l_dis=0.11-7.66, l_cla=1.29-2.49, l_rec=3.14-7.08, l1=0.00, cer=3.57-5.85-6.55, time=34.4
epo1572 <tr>-<gen>: l_dis=0.06-8.88, l_cla=1.37-2.03, l_rec=2.51-6.71, l1=0.00, cer=2.92-6.43-5.39, time=34.3
epo1573 <tr>-<gen>: l_dis=0.09-9.43, l_cla=1.36-2.01, l_rec=2.35-7.30, l1=0.00, cer=1.78-6.35-6.55, time=34.9
epo1574 <tr>-<gen>: l_dis=0.09-8.12, l_cla=1.30-2.30, l_rec=3.17-7.03, l1=0.00, cer=3.22-6.91-5.66, time=34.5
epo1575 <tr>-<gen>: l_dis=0.10-7.31, l_cla=1.16-2.28, l_rec=2.90-6.92, l1=0.00, cer=3.25-6.32-4.74, time=34.7
epo1576 <tr>-<gen>: l_dis=0.09-7.25, l_cla=1.33-2.24, l_rec=3.13-7.07, l1=0.00, cer=3.26-5.16-5.15, time=34.3
epo1577 <tr>-<gen>: l_dis=0.03-9.09, l_cla=1.38-2.12, l_rec=3.14-9.10, l1=0.00, cer=3.20-8.03-8.09, time=34.7
epo1578 <tr>-<gen>: l_dis=0.06-9.95, l_cla=1.28-2.57, l_rec=2.86-7.36, l1=0.00, cer=2.83-6.55-5.90, time=34.7
epo1579 <tr>-<gen>: l_dis=0.09-8.34, l_cla=1.34-2.42, l_rec=3.37-7.43, l1=0.00, cer=4.14-6.12-6.12, time=34.5
epo1580 <tr>-<gen>: l_dis=0.03-8.91, l_cla=1.29-2.25, l_rec=2.78-7.57, l1=0.00, cer=3.51-7.25-5.75, time=34.5
EVAL: l_dis=10.316, l_cla=17.942, l_rec=6.100, cer=4.53-5.19, time=11.4
epo1581 <tr>-<gen>: l_dis=0.04-10.39, l_cla=1.23-2.25, l_rec=3.09-6.08, l1=0.00, cer=3.46-5.35-5.07, time=34.0
epo1582 <tr>-<gen>: l_dis=0.06-9.47, l_cla=1.33-2.18, l_rec=2.70-7.17, l1=0.00, cer=2.76-6.34-5.72, time=34.6
epo1583 <tr>-<gen>: l_dis=0.12-7.78, l_cla=1.35-2.53, l_rec=2.92-7.21, l1=0.00, cer=3.76-6.30-6.88, time=34.2
epo1584 <tr>-<gen>: l_dis=0.12-7.98, l_cla=1.18-2.43, l_rec=3.15-7.07, l1=0.00, cer=3.08-7.14-5.65, time=34.6
epo1585 <tr>-<gen>: l_dis=0.06-8.40, l_cla=1.50-2.47, l_rec=3.33-6.67, l1=0.00, cer=3.41-5.93-6.29, time=34.6
epo1586 <tr>-<gen>: l_dis=0.12-7.73, l_cla=1.42-2.39, l_rec=3.18-6.70, l1=0.00, cer=3.68-5.45-5.62, time=34.5
epo1587 <tr>-<gen>: l_dis=0.09-7.48, l_cla=1.18-2.30, l_rec=3.30-7.77, l1=0.00, cer=4.00-7.18-6.70, time=34.7
epo1588 <tr>-<gen>: l_dis=0.10-7.58, l_cla=1.49-2.16, l_rec=2.87-7.60, l1=0.00, cer=2.73-7.15-6.68, time=34.6
epo1589 <tr>-<gen>: l_dis=0.08-8.35, l_cla=1.33-2.34, l_rec=2.40-7.26, l1=0.00, cer=2.91-5.79-6.71, time=34.4
epo1590 <tr>-<gen>: l_dis=0.08-8.13, l_cla=1.26-2.23, l_rec=3.44-6.67, l1=0.00, cer=3.56-5.81-5.17, time=34.5
epo1591 <tr>-<gen>: l_dis=0.08-7.94, l_cla=1.34-2.13, l_rec=3.14-6.52, l1=0.00, cer=2.86-5.78-5.73, time=34.7
epo1592 <tr>-<gen>: l_dis=0.08-7.93, l_cla=1.42-2.34, l_rec=3.00-6.74, l1=0.00, cer=2.60-5.47-5.80, time=34.6
epo1593 <tr>-<gen>: l_dis=0.06-9.19, l_cla=1.39-2.06, l_rec=3.16-7.84, l1=0.00, cer=3.40-6.36-7.71, time=34.5
epo1594 <tr>-<gen>: l_dis=0.09-9.49, l_cla=1.24-2.30, l_rec=3.01-7.22, l1=0.00, cer=3.77-6.41-6.22, time=34.7
epo1595 <tr>-<gen>: l_dis=0.06-8.04, l_cla=1.28-2.24, l_rec=3.13-6.43, l1=0.00, cer=3.12-5.79-4.93, time=33.9
epo1596 <tr>-<gen>: l_dis=0.06-8.29, l_cla=1.24-2.02, l_rec=3.33-7.22, l1=0.00, cer=3.58-5.47-7.07, time=34.0
epo1597 <tr>-<gen>: l_dis=0.07-8.99, l_cla=1.29-2.33, l_rec=3.08-8.64, l1=0.00, cer=3.78-7.98-6.71, time=33.5
epo1598 <tr>-<gen>: l_dis=0.05-8.97, l_cla=1.37-2.33, l_rec=3.23-7.70, l1=0.00, cer=3.57-7.52-6.68, time=33.7
epo1599 <tr>-<gen>: l_dis=0.07-8.71, l_cla=1.31-2.33, l_rec=2.78-7.34, l1=0.00, cer=3.24-6.23-6.29, time=33.6
epo1600 <tr>-<gen>: l_dis=0.12-8.03, l_cla=1.25-2.53, l_rec=2.69-6.88, l1=0.00, cer=2.69-5.90-5.83, time=33.5
EVAL: l_dis=7.615, l_cla=18.793, l_rec=6.655, cer=5.52-6.05, time=11.9
epo1601 <tr>-<gen>: l_dis=0.07-8.05, l_cla=1.15-2.20, l_rec=2.49-6.76, l1=0.00, cer=2.71-5.89-5.19, time=33.3
epo1602 <tr>-<gen>: l_dis=0.09-10.10, l_cla=1.39-2.96, l_rec=2.77-7.15, l1=0.00, cer=2.55-7.23-6.05, time=33.5
epo1603 <tr>-<gen>: l_dis=0.12-7.92, l_cla=1.29-2.40, l_rec=2.97-7.79, l1=0.00, cer=3.05-7.07-6.76, time=33.7
epo1604 <tr>-<gen>: l_dis=0.12-8.86, l_cla=1.28-2.54, l_rec=2.74-7.85, l1=0.00, cer=2.88-7.25-6.62, time=33.5
epo1605 <tr>-<gen>: l_dis=0.12-7.46, l_cla=1.32-2.51, l_rec=3.15-7.61, l1=0.00, cer=2.98-7.39-6.16, time=33.6
epo1606 <tr>-<gen>: l_dis=0.08-8.69, l_cla=1.34-2.42, l_rec=2.80-6.88, l1=0.00, cer=2.99-6.48-5.41, time=33.4
epo1607 <tr>-<gen>: l_dis=0.10-7.68, l_cla=1.22-2.11, l_rec=2.27-6.56, l1=0.00, cer=2.26-5.77-5.34, time=33.5
epo1608 <tr>-<gen>: l_dis=0.06-8.20, l_cla=1.27-2.46, l_rec=3.02-7.83, l1=0.00, cer=3.53-7.93-6.81, time=33.6
epo1609 <tr>-<gen>: l_dis=0.11-8.20, l_cla=1.38-2.18, l_rec=2.63-7.44, l1=0.00, cer=2.65-6.37-6.99, time=33.4
epo1610 <tr>-<gen>: l_dis=0.07-7.29, l_cla=1.24-2.25, l_rec=2.47-7.30, l1=0.00, cer=2.58-7.21-6.51, time=33.5
epo1611 <tr>-<gen>: l_dis=0.07-8.82, l_cla=1.28-2.35, l_rec=2.61-6.41, l1=0.00, cer=1.94-5.39-4.47, time=33.6
epo1612 <tr>-<gen>: l_dis=0.07-7.98, l_cla=1.28-2.19, l_rec=3.66-6.66, l1=0.00, cer=3.48-5.28-6.01, time=33.6
epo1613 <tr>-<gen>: l_dis=0.05-9.29, l_cla=1.21-2.56, l_rec=2.87-6.94, l1=0.00, cer=3.34-6.50-5.88, time=33.5
epo1614 <tr>-<gen>: l_dis=0.10-8.42, l_cla=1.28-2.52, l_rec=3.04-6.99, l1=0.00, cer=3.21-6.32-5.57, time=33.5
epo1615 <tr>-<gen>: l_dis=0.08-7.90, l_cla=1.30-2.28, l_rec=2.55-7.66, l1=0.00, cer=2.25-6.83-6.86, time=34.1
epo1616 <tr>-<gen>: l_dis=0.07-7.50, l_cla=1.21-2.54, l_rec=3.10-7.87, l1=0.00, cer=3.41-6.99-6.78, time=33.3
epo1617 <tr>-<gen>: l_dis=0.09-8.89, l_cla=1.27-2.61, l_rec=3.20-7.79, l1=0.00, cer=3.23-6.64-6.95, time=33.6
epo1618 <tr>-<gen>: l_dis=0.10-7.42, l_cla=1.06-2.26, l_rec=2.76-7.61, l1=0.00, cer=2.59-7.33-6.17, time=33.5
epo1619 <tr>-<gen>: l_dis=0.09-9.23, l_cla=1.27-2.44, l_rec=2.46-7.11, l1=0.00, cer=2.36-6.44-6.24, time=33.6
epo1620 <tr>-<gen>: l_dis=0.09-8.04, l_cla=1.16-2.35, l_rec=2.83-6.98, l1=0.00, cer=2.57-6.50-5.44, time=33.3
EVAL: l_dis=7.209, l_cla=18.913, l_rec=7.833, cer=5.85-7.14, time=10.4
epo1621 <tr>-<gen>: l_dis=0.07-10.30, l_cla=1.13-2.34, l_rec=2.32-6.90, l1=0.00, cer=1.84-5.93-5.94, time=33.0
epo1622 <tr>-<gen>: l_dis=0.10-9.01, l_cla=1.30-2.45, l_rec=3.05-6.72, l1=0.00, cer=3.54-5.56-5.99, time=33.5
epo1623 <tr>-<gen>: l_dis=0.08-8.52, l_cla=1.37-2.52, l_rec=3.22-7.23, l1=0.00, cer=3.59-6.21-6.78, time=33.5
epo1624 <tr>-<gen>: l_dis=0.11-8.21, l_cla=1.23-2.26, l_rec=3.03-6.38, l1=0.00, cer=3.39-5.14-5.53, time=33.4
epo1625 <tr>-<gen>: l_dis=0.09-8.88, l_cla=1.35-2.28, l_rec=2.37-6.47, l1=0.00, cer=2.63-5.11-5.17, time=33.4
epo1626 <tr>-<gen>: l_dis=0.07-9.38, l_cla=1.31-2.09, l_rec=2.71-6.74, l1=0.00, cer=2.87-6.80-4.31, time=33.4
epo1627 <tr>-<gen>: l_dis=0.13-7.79, l_cla=1.33-2.39, l_rec=3.16-6.59, l1=0.00, cer=3.18-5.50-5.19, time=33.4
epo1628 <tr>-<gen>: l_dis=0.10-6.68, l_cla=1.26-2.73, l_rec=1.97-7.83, l1=0.00, cer=1.46-6.06-7.32, time=33.3
epo1629 <tr>-<gen>: l_dis=0.05-8.32, l_cla=1.21-2.48, l_rec=2.77-7.21, l1=0.00, cer=3.29-6.29-5.71, time=33.4
epo1630 <tr>-<gen>: l_dis=0.08-7.98, l_cla=1.21-2.01, l_rec=2.37-6.63, l1=0.00, cer=2.38-5.40-4.94, time=33.4
epo1631 <tr>-<gen>: l_dis=0.08-7.58, l_cla=1.26-2.07, l_rec=3.15-7.09, l1=0.00, cer=3.48-5.75-6.00, time=33.4
epo1632 <tr>-<gen>: l_dis=0.04-8.35, l_cla=1.09-2.02, l_rec=2.58-6.13, l1=0.00, cer=2.50-4.68-5.12, time=33.6
epo1633 <tr>-<gen>: l_dis=0.11-9.15, l_cla=1.30-2.10, l_rec=2.32-6.61, l1=0.00, cer=1.90-5.18-6.29, time=33.5
epo1634 <tr>-<gen>: l_dis=0.08-8.05, l_cla=1.13-2.30, l_rec=2.19-7.38, l1=0.00, cer=2.18-6.77-6.84, time=33.6
epo1635 <tr>-<gen>: l_dis=0.09-8.92, l_cla=1.31-2.02, l_rec=2.66-6.84, l1=0.00, cer=2.53-4.73-7.26, time=33.5
epo1636 <tr>-<gen>: l_dis=0.10-8.60, l_cla=1.22-2.37, l_rec=2.92-7.02, l1=0.00, cer=3.08-6.11-6.62, time=33.3
epo1637 <tr>-<gen>: l_dis=0.08-7.43, l_cla=1.23-2.16, l_rec=2.53-7.28, l1=0.00, cer=2.80-6.27-6.80, time=33.8
epo1638 <tr>-<gen>: l_dis=0.08-7.55, l_cla=1.10-2.13, l_rec=3.26-6.52, l1=0.00, cer=3.46-5.55-4.86, time=33.3
epo1639 <tr>-<gen>: l_dis=0.06-7.37, l_cla=1.31-2.02, l_rec=2.57-6.20, l1=0.00, cer=2.22-4.66-5.48, time=33.6
epo1640 <tr>-<gen>: l_dis=0.09-8.56, l_cla=1.35-1.95, l_rec=2.72-7.11, l1=0.00, cer=3.05-5.85-6.89, time=33.5
EVAL: l_dis=7.193, l_cla=18.611, l_rec=7.306, cer=4.86-6.38, time=10.6
epo1641 <tr>-<gen>: l_dis=0.06-9.17, l_cla=1.35-2.13, l_rec=3.02-6.67, l1=0.00, cer=2.17-4.89-6.06, time=33.2
epo1642 <tr>-<gen>: l_dis=0.06-8.09, l_cla=1.20-2.11, l_rec=2.28-6.59, l1=0.00, cer=2.49-5.03-5.88, time=33.8
epo1643 <tr>-<gen>: l_dis=0.06-8.91, l_cla=1.24-2.01, l_rec=3.37-6.96, l1=0.00, cer=3.38-6.49-5.38, time=33.7
epo1644 <tr>-<gen>: l_dis=0.08-7.83, l_cla=1.48-2.02, l_rec=2.66-6.53, l1=0.00, cer=2.75-5.64-5.22, time=33.7
epo1645 <tr>-<gen>: l_dis=0.06-9.60, l_cla=1.37-2.13, l_rec=3.17-7.10, l1=0.00, cer=3.84-6.37-6.34, time=33.4
epo1646 <tr>-<gen>: l_dis=0.08-7.69, l_cla=1.16-1.87, l_rec=2.76-6.83, l1=0.00, cer=3.04-5.97-5.88, time=33.5
epo1647 <tr>-<gen>: l_dis=0.08-7.99, l_cla=1.17-2.16, l_rec=3.31-7.25, l1=0.00, cer=4.00-6.54-5.67, time=33.4
epo1648 <tr>-<gen>: l_dis=0.11-7.50, l_cla=1.39-2.15, l_rec=3.59-6.63, l1=0.00, cer=4.22-5.47-5.53, time=33.5
epo1649 <tr>-<gen>: l_dis=0.07-8.72, l_cla=1.23-2.13, l_rec=2.18-6.24, l1=0.00, cer=2.10-4.91-5.53, time=33.3
epo1650 <tr>-<gen>: l_dis=0.06-9.01, l_cla=1.27-2.52, l_rec=2.88-6.99, l1=0.00, cer=2.75-6.64-5.85, time=33.7
epo1651 <tr>-<gen>: l_dis=0.12-7.77, l_cla=1.25-2.22, l_rec=3.15-6.71, l1=0.00, cer=3.19-6.33-5.10, time=33.5
epo1652 <tr>-<gen>: l_dis=0.08-8.21, l_cla=1.13-2.21, l_rec=2.14-7.01, l1=0.00, cer=1.87-6.61-5.73, time=33.3
epo1653 <tr>-<gen>: l_dis=0.06-8.23, l_cla=1.22-2.36, l_rec=2.92-7.26, l1=0.00, cer=3.87-5.99-6.21, time=33.5
epo1654 <tr>-<gen>: l_dis=0.07-9.81, l_cla=1.12-2.50, l_rec=2.49-8.22, l1=0.00, cer=3.08-7.51-7.24, time=33.4
epo1655 <tr>-<gen>: l_dis=0.07-9.24, l_cla=1.22-2.67, l_rec=2.75-7.56, l1=0.00, cer=2.73-7.55-6.33, time=33.7
epo1656 <tr>-<gen>: l_dis=0.09-8.41, l_cla=1.25-2.34, l_rec=2.71-7.28, l1=0.00, cer=2.66-5.44-7.58, time=33.4
epo1657 <tr>-<gen>: l_dis=0.06-9.48, l_cla=1.25-2.39, l_rec=2.43-6.46, l1=0.00, cer=2.41-5.96-5.32, time=33.9
epo1658 <tr>-<gen>: l_dis=0.04-10.45, l_cla=1.32-2.30, l_rec=2.37-7.44, l1=0.00, cer=2.06-6.60-6.90, time=33.6
epo1659 <tr>-<gen>: l_dis=0.11-8.46, l_cla=1.16-2.15, l_rec=2.35-6.83, l1=0.00, cer=2.50-5.70-6.26, time=33.7
epo1660 <tr>-<gen>: l_dis=0.09-8.40, l_cla=1.21-2.24, l_rec=3.03-7.02, l1=0.00, cer=2.93-5.62-5.85, time=33.5
EVAL: l_dis=6.334, l_cla=19.662, l_rec=6.120, cer=5.85-5.41, time=10.6
epo1661 <tr>-<gen>: l_dis=0.08-7.02, l_cla=1.31-2.16, l_rec=3.74-6.69, l1=0.00, cer=4.12-5.60-5.93, time=33.0
epo1662 <tr>-<gen>: l_dis=0.05-9.19, l_cla=1.34-2.20, l_rec=2.43-6.56, l1=0.00, cer=2.45-6.28-4.99, time=33.8
epo1663 <tr>-<gen>: l_dis=0.06-8.95, l_cla=1.19-2.21, l_rec=2.73-6.58, l1=0.00, cer=3.23-7.09-4.79, time=33.5
epo1664 <tr>-<gen>: l_dis=0.07-8.43, l_cla=1.16-2.23, l_rec=2.68-7.17, l1=0.00, cer=3.07-6.19-6.59, time=33.6
epo1665 <tr>-<gen>: l_dis=0.07-7.66, l_cla=1.15-2.15, l_rec=3.29-6.78, l1=0.00, cer=3.72-5.69-5.77, time=33.6
epo1666 <tr>-<gen>: l_dis=0.06-7.46, l_cla=1.19-2.01, l_rec=2.38-6.83, l1=0.00, cer=1.80-5.40-5.93, time=33.5
epo1667 <tr>-<gen>: l_dis=0.07-8.79, l_cla=1.23-2.20, l_rec=2.92-7.02, l1=0.00, cer=3.26-6.10-6.30, time=33.5
epo1668 <tr>-<gen>: l_dis=0.06-8.33, l_cla=1.20-2.34, l_rec=2.50-6.35, l1=0.00, cer=2.56-5.71-4.49, time=33.4
epo1669 <tr>-<gen>: l_dis=0.09-8.89, l_cla=1.35-2.32, l_rec=2.53-6.51, l1=0.00, cer=2.97-4.58-5.65, time=33.5
epo1670 <tr>-<gen>: l_dis=0.10-7.61, l_cla=1.53-2.42, l_rec=2.69-7.11, l1=0.00, cer=2.91-6.04-6.08, time=33.4
epo1671 <tr>-<gen>: l_dis=0.08-8.12, l_cla=1.18-2.17, l_rec=2.66-7.36, l1=0.00, cer=2.53-6.73-6.30, time=33.4
epo1672 <tr>-<gen>: l_dis=0.10-7.47, l_cla=1.32-2.28, l_rec=2.70-7.05, l1=0.00, cer=2.94-6.09-6.05, time=33.4
epo1673 <tr>-<gen>: l_dis=0.06-8.62, l_cla=1.10-2.31, l_rec=2.22-7.11, l1=0.00, cer=2.20-6.41-6.04, time=33.5
epo1674 <tr>-<gen>: l_dis=0.03-9.90, l_cla=1.24-2.27, l_rec=2.43-6.85, l1=0.00, cer=2.24-6.71-4.87, time=33.5
epo1675 <tr>-<gen>: l_dis=0.07-9.19, l_cla=1.25-2.42, l_rec=2.41-7.52, l1=0.00, cer=2.80-6.43-6.53, time=33.5
epo1676 <tr>-<gen>: l_dis=0.07-8.70, l_cla=1.21-2.51, l_rec=2.77-6.51, l1=0.00, cer=3.31-6.02-5.66, time=33.7
epo1677 <tr>-<gen>: l_dis=0.06-9.83, l_cla=1.06-2.54, l_rec=2.83-6.91, l1=0.00, cer=3.24-5.46-6.98, time=33.5
epo1678 <tr>-<gen>: l_dis=0.11-8.55, l_cla=1.22-2.36, l_rec=2.78-6.60, l1=0.00, cer=3.35-5.73-5.66, time=33.8
epo1679 <tr>-<gen>: l_dis=0.07-8.93, l_cla=1.11-2.37, l_rec=2.53-6.34, l1=0.00, cer=2.56-5.36-5.58, time=33.8
epo1680 <tr>-<gen>: l_dis=0.06-7.60, l_cla=1.16-2.52, l_rec=1.98-6.13, l1=0.00, cer=1.99-4.72-5.14, time=33.4
EVAL: l_dis=7.724, l_cla=19.627, l_rec=6.106, cer=5.85-4.86, time=10.6
epo1681 <tr>-<gen>: l_dis=0.06-8.24, l_cla=1.13-2.30, l_rec=2.37-6.59, l1=0.00, cer=2.99-5.60-5.57, time=33.4
epo1682 <tr>-<gen>: l_dis=0.10-7.99, l_cla=1.29-2.12, l_rec=3.29-6.84, l1=0.00, cer=3.42-5.84-6.74, time=33.6
epo1683 <tr>-<gen>: l_dis=0.07-7.03, l_cla=1.25-2.22, l_rec=2.69-6.59, l1=0.00, cer=2.92-5.54-6.04, time=33.4
epo1684 <tr>-<gen>: l_dis=0.08-8.13, l_cla=1.25-2.29, l_rec=2.62-6.85, l1=0.00, cer=2.89-6.32-6.05, time=33.7
epo1685 <tr>-<gen>: l_dis=0.05-8.17, l_cla=1.15-2.01, l_rec=2.38-6.79, l1=0.00, cer=2.17-5.72-5.91, time=33.7
epo1686 <tr>-<gen>: l_dis=0.07-8.66, l_cla=1.15-2.17, l_rec=2.39-6.51, l1=0.00, cer=2.39-4.60-6.50, time=33.8
epo1687 <tr>-<gen>: l_dis=0.13-7.51, l_cla=1.06-2.11, l_rec=3.25-7.02, l1=0.00, cer=2.99-6.93-5.60, time=33.5
epo1688 <tr>-<gen>: l_dis=0.10-7.76, l_cla=1.15-2.20, l_rec=2.88-6.29, l1=0.00, cer=3.94-5.30-4.94, time=33.5
epo1689 <tr>-<gen>: l_dis=0.07-9.12, l_cla=1.27-2.20, l_rec=2.73-6.97, l1=0.00, cer=2.77-5.28-6.30, time=33.5
epo1690 <tr>-<gen>: l_dis=0.09-8.00, l_cla=1.16-2.19, l_rec=2.18-6.57, l1=0.00, cer=1.94-5.59-5.10, time=33.6
epo1691 <tr>-<gen>: l_dis=0.05-8.56, l_cla=1.17-2.18, l_rec=3.68-6.13, l1=0.00, cer=4.10-5.24-5.01, time=33.8
epo1692 <tr>-<gen>: l_dis=0.04-10.72, l_cla=1.24-2.18, l_rec=2.91-6.63, l1=0.00, cer=3.51-6.04-4.45, time=33.4
epo1693 <tr>-<gen>: l_dis=0.06-9.11, l_cla=1.31-2.26, l_rec=3.24-6.66, l1=0.00, cer=3.96-6.24-5.69, time=33.6
epo1694 <tr>-<gen>: l_dis=0.10-8.19, l_cla=1.17-2.17, l_rec=2.91-7.33, l1=0.00, cer=3.03-6.13-6.32, time=33.5
epo1695 <tr>-<gen>: l_dis=0.06-7.88, l_cla=1.19-2.41, l_rec=2.88-7.92, l1=0.00, cer=2.83-6.72-7.45, time=33.6
epo1696 <tr>-<gen>: l_dis=0.03-10.04, l_cla=1.19-2.20, l_rec=2.96-7.91, l1=0.00, cer=3.06-6.78-8.20, time=33.5
epo1697 <tr>-<gen>: l_dis=0.10-8.64, l_cla=1.11-2.18, l_rec=2.33-7.64, l1=0.00, cer=2.75-7.29-6.48, time=33.6
epo1698 <tr>-<gen>: l_dis=0.06-8.84, l_cla=1.14-2.32, l_rec=2.37-6.85, l1=0.00, cer=2.19-6.40-5.35, time=33.1
epo1699 <tr>-<gen>: l_dis=0.08-8.65, l_cla=1.27-2.21, l_rec=2.45-6.89, l1=0.00, cer=2.54-6.44-6.10, time=33.6
epo1700 <tr>-<gen>: l_dis=0.13-7.31, l_cla=1.28-2.10, l_rec=1.93-6.84, l1=0.00, cer=1.60-6.22-6.21, time=33.5
EVAL: l_dis=4.891, l_cla=18.889, l_rec=6.115, cer=4.97-5.73, time=10.6
epo1701 <tr>-<gen>: l_dis=0.08-7.93, l_cla=1.18-2.18, l_rec=2.46-6.11, l1=0.00, cer=2.34-4.94-5.12, time=33.1
epo1702 <tr>-<gen>: l_dis=0.08-8.81, l_cla=1.34-2.04, l_rec=2.46-6.61, l1=0.00, cer=2.35-5.48-6.15, time=33.4
epo1703 <tr>-<gen>: l_dis=0.05-8.65, l_cla=1.21-1.96, l_rec=2.76-6.41, l1=0.00, cer=2.70-4.66-6.26, time=33.7
epo1704 <tr>-<gen>: l_dis=0.05-10.14, l_cla=1.22-2.41, l_rec=2.31-6.27, l1=0.00, cer=2.47-5.56-5.46, time=33.5
epo1705 <tr>-<gen>: l_dis=0.04-10.55, l_cla=1.16-2.37, l_rec=2.14-7.08, l1=0.00, cer=1.79-6.67-6.11, time=33.5
epo1706 <tr>-<gen>: l_dis=0.16-8.43, l_cla=1.17-2.52, l_rec=2.86-7.32, l1=0.00, cer=2.55-6.53-6.52, time=33.7
epo1707 <tr>-<gen>: l_dis=0.08-8.76, l_cla=1.28-2.44, l_rec=2.30-7.03, l1=0.00, cer=1.95-6.36-5.97, time=33.7
epo1708 <tr>-<gen>: l_dis=0.07-7.68, l_cla=1.24-2.08, l_rec=3.38-6.17, l1=0.00, cer=4.03-5.47-5.85, time=33.6
epo1709 <tr>-<gen>: l_dis=0.05-8.84, l_cla=1.21-2.13, l_rec=2.32-7.27, l1=0.00, cer=2.11-5.99-6.36, time=33.6
epo1710 <tr>-<gen>: l_dis=0.06-8.56, l_cla=1.02-2.20, l_rec=2.55-6.10, l1=0.00, cer=3.23-5.64-4.63, time=33.8
epo1711 <tr>-<gen>: l_dis=0.06-9.41, l_cla=1.09-2.39, l_rec=2.75-6.90, l1=0.00, cer=2.59-5.85-6.34, time=34.5
epo1712 <tr>-<gen>: l_dis=0.08-9.00, l_cla=1.25-2.26, l_rec=2.66-7.47, l1=0.00, cer=3.14-6.93-6.73, time=33.7
epo1713 <tr>-<gen>: l_dis=0.07-8.32, l_cla=1.17-2.47, l_rec=2.40-7.09, l1=0.00, cer=2.49-6.74-5.77, time=33.9
epo1714 <tr>-<gen>: l_dis=0.05-8.35, l_cla=1.14-2.32, l_rec=2.25-6.28, l1=0.00, cer=2.41-5.31-5.89, time=33.4
epo1715 <tr>-<gen>: l_dis=0.06-8.71, l_cla=1.09-2.18, l_rec=2.50-6.52, l1=0.00, cer=2.48-5.15-5.98, time=33.7
epo1716 <tr>-<gen>: l_dis=0.04-9.43, l_cla=1.16-2.21, l_rec=2.33-7.03, l1=0.00, cer=2.49-5.92-6.65, time=33.6
epo1717 <tr>-<gen>: l_dis=0.06-9.78, l_cla=1.23-2.29, l_rec=3.05-6.71, l1=0.00, cer=3.77-5.55-5.86, time=33.6
epo1718 <tr>-<gen>: l_dis=0.04-10.25, l_cla=1.24-2.58, l_rec=2.48-7.47, l1=0.00, cer=2.35-6.29-6.70, time=33.4
epo1719 <tr>-<gen>: l_dis=0.06-9.66, l_cla=1.20-2.42, l_rec=2.45-7.35, l1=0.00, cer=2.49-7.24-6.13, time=33.5
